Parcel ID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side1,LotSF,Add#,Street Name
44110100700,4452 Kossuth Av,21,69,305,Residential,2 Story Brick and Frame Residence,1125,50.0,106.16,5048.0,4452,Kossuth
44110104600,4032 Camellia Av,21,69,305,Residential,1 Story Brick Residence,1045,50.0,117.0,5850.0,4032,Camellia
44120302200,4424 Lee Av,21,69,305,Residential,2 Story Brick Residence,1344,25.0,173.7,3984.0,4424,Lee
44120305000,4453 Kossuth Av,21,69,305,Residential,1 Story Brick Residence,784,25.0,158.0,3317.0,4453,Kossuth
44130000200,4496 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1164,28.5,101.08,2705.0,4496,Penrose
44130000300,4494 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1164,28.5,101.1,2891.5,4494,Penrose
44130005100,4437 Lee Av,21,69,305,Residential,1 Story Brick Residence,946,25.7,101.0,2599.0,4437,Lee
44130006300,4463 Lee Av,21,69,305,Residential,1 Story Brick Residence,1001,27.5,101.08,2777.0,4463,Lee
44160502800,4429 Anderson Av,21,69,305,Residential,1 Story Frame Residence,796,25.0,200.0,4861.0,4429,Anderson
44161600900,4460 Anderson Av,21,69,305,Residential,1 Story Brick Residence,917,50.0,108.5,5262.0919085,4460,Anderson
44161601100,4452 Anderson Av,21,69,305,Residential,2 Story Brick Residence,1026,37.6,108.1,4232.0,4452,Anderson
44161604200,4455 Bessie Av,21,69,305,Residential,2 Story Frame Residence,1089,45.0,108.0,4860.0,4455,Bessie
44161701200,4464 Bessie Av,21,69,305,Residential,1 Story Brick Residence,924,25.0,108.6,2489.0,4464,Bessie
44161704100,4431 Penrose St,21,69,305,Residential,1 Story Brick Residence,990,25.0,107.9,2667.0,4431,Penrose
44161704200,4433 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1168,25.0,108.0,2419.0,4433,Penrose
44161705400,4465 Penrose St,21,69,305,Residential,1 Story Brick Residence,1219,40.0,108.6,4254.0,4465,Penrose
44170000800,4450 N Taylor Av,21,69,305,Residential,1 Story Frame Residence,1152,50.0,127.6,5611.0,4450,Taylor
44240001700,4317 Kossuth Av,21,68,305,Residential,1 Story Brick Residence,1128,27.58,202.5,5235.0,4317,Kossuth
44250001600,4125 Turner Av,21,68,305,Residential,1 Story Brick Residence,1034,25.0,115.0,2875.0,4125,Turner
44260300500,4124 Rush Pl,21,68,305,Residential,1 Story Brick Residence,660,25.0,129.16,3228.0,4124,Rush
44260300800,4262 Lee Av,21,68,305,Residential,2 Story Frame Residence,1110,25.0,125.0,3454.0,4262,Lee
44260301300,4248 Lee Av,21,68,305,Residential,1 Story Brick Residence,1034,25.0,125.0,3125.0,4248,Lee
44260400700,4124 Turner Av,21,68,305,Residential,1 Story Brick Residence,990,25.0,120.6,3002.0,4124,Turner
44270000600,4122 Red Bud Av,21,68,305,Residential,2 Story Frame Residence,954,25.0,125.0,3255.0,4122,Red Bud
44270000700,4124 Red Bud Av,21,68,305,Residential,2 Story Frame Residence,1113,25.0,125.0,3125.0,4124,Red Bud
44360003200,4287 Farlin Av,21,68,305,Residential,2 Story Frame Residence,1260,30.0,107.6,3095.0,4287,Farlin
48950000500,4120 W Carter Av,21,68,305,Residential,2 Story Frame Residence,1030,27.6,144.7,4032.0,4120,Carter
48950003000,4248 Harris Av,21,68,305,Residential,1 Story Brick Residence,1017,32.0,92.4,2808.0,4248,Harris
50370002400,4237 W Margaretta Av,21,68,305,Residential,1 Story Frame Residence,858,36.01,107.75,3879.0,4237,Margaretta
55950000600,4028 N Taylor Av,21,69,305,Residential,1 Story Brick Residence,1125,29.66,104.5,3048.0,4028,Taylor
55950002700,4015 Camellia Av,21,69,305,Residential,1 Story Brick Residence,862,25.0,100.0,2500.0,4015,Camellia
44290000600,4152 Lee Av,21,68,306,Residential,2 Story Frame Residence,846,25.0,120.0,3000.0,4152,Lee
44290002400,4138 Lea Pl,21,68,306,Residential,1 Story Brick and Frame Residence,1008,25.0,109.0,2725.0,4138,Lea
44460400200,4476 Natural Bridge Av,21,56,307,Residential,1 Story Brick Residence,1248,30.0,130.0,3913.0,4476,Natural Bridge
44510000907,3611-3 Marcus Av,21,55,307,Residential,1 Story Stone Residence,1096,55.0,90.0,4625.0,3611,Marcus
33920000300,5212 Emily St,21,66,312,Residential,1 Story Frame Residence,640,50.0,137.5,6875.0,5212,Emily
33980002100,2151 E College Av,21,66,312,Residential,1 Story Brick Residence,1095,25.0,152.12,3802.0,2151,College
33990005400,2103 E College Av,21,66,312,Residential,2 Story Brick Residence,1410,50.0,162.0,8742.0,2103,College
33990006300,2127-9 E College Av,21,66,312,Residential,1 Story Brick Residence,1134,50.0,164.5,8225.0,2127,College
35440000800,2124 Alice Av,21,68,312,Residential,1 Story Brick Residence,988,25.0,0.0,3446.0,2124,Alice
38321100600,5940 Oakherst Pl,22,48,235,Residential,2 Story Brick Residence,1488,50.0,117.1,5976.0,5940,Oakherst
38070801900,1393 Belt Av,22,78,239,Residential,2 Story Brick Residence,1496,25.0,118.54,3047.0,1393,Belt
38070902600,1367 Montclair Av,22,78,239,Residential,2 Story Brick Residence,1446,25.0,119.64,2990.0,1367,Montclair
38071001800,1387 Burd Av,22,78,239,Residential,2 Story Brick Residence,1308,25.0,119.6,2803.0,1387,Burd
38170701600,1398 Blackstone Av,22,78,239,Residential,2 Story Brick Residence,1472,40.08,119.58,4114.0,1398,Blackstone
38170900700,1374 Goodfellow Blvd,22,78,239,Residential,2.5 Story Brick Residence,1452,25.0,119.08,2975.0,1374,Goodfellow
38210002100,1411 Laurel St,22,78,239,Residential,2 Story Brick Residence,1320,25.0,133.33,3332.0,1411,Laurel
38210002300,5835 Ridge Av,22,78,239,Residential,2 Story Brick Residence,1225,35.88,91.88,3210.0,5835,Ridge
38210300100,1410 Laurel St,22,78,239,Residential,1 Story Brick Residence,1175,30.0,134.32,3042.0,1410,Laurel
45130103300,5331 Theodosia Av,22,50,344,Residential,2 Story Frame Residence,1446,25.0,138.92,3369.0,5331,Theodosia
45140000700,5352 Lotus Av,22,50,344,Residential,1 Story Brick Residence,880,25.0,123.5,3030.0,5352,Lotus
45140000800,5350 Lotus Av,22,50,344,Residential,1 Story Brick Residence,880,25.0,123.25,3080.0,5350,Lotus
45140001100,5342 Lotus Av,22,50,344,Residential,1 Story Brick Residence,1243,25.0,123.0,3075.0,5342,Lotus
45140002000,5320 Lotus Av,22,50,344,Residential,1 Story Brick Residence,1035,25.0,123.25,3081.0,5320,Lotus
45140002100,5318 Lotus Av,22,50,344,Residential,1 Story Brick Residence,1057,25.0,123.25,3075.0,5318,Lotus
45140003800,5347 Cote Brilliante Av,22,50,344,Residential,1 Story Brick Residence,858,25.0,123.25,3080.0,5347,Cote Brilliante
45150005400,1942 Arlington Av,22,50,344,Residential,1.5 Story Frame Residence,858,20.0,201.65,4032.0,1942,Arlington
45170505200,5341 Maffitt Av,22,50,344,Residential,2 Story Brick Residence,1326,42.33,155.43,6430.0,5341,Maffitt
45200000200,3304 Semple Av,22,50,344,Residential,1.5 Story Frame Residence,816,27.5,172.16,4732.0,3304,Semple
45200001300,3412 Semple Av,22,50,344,Residential,1 Story Frame Residence,957,50.0,173.42,8907.0,3412,Semple
45200003100,3427 Arlington Av,22,50,344,Residential,2 Story Frame Residence,911,25.0,173.01,3949.0,3427,Arlington
45200003600,3407 Arlington Av,22,50,344,Residential,2 Story Brick Residence,1342,30.0,173.0,5159.0,3407,Arlington
45200004400,3315 Arlington Av,22,50,344,Residential,1 Story Frame Resdience,945,25.0,180.0,4500.0,3315,Arlington
45220001200,1932 Semple Av,22,50,344,Residential,1 Story Brick Residence,1179,30.0,170.0,5044.0,1932,Semple
45230001300,2700 Semple Av,22,50,344,Residential,2 Story Frame Residence,847,25.0,172.66,4313.0,2700,Semple
45230002700,2551 Arlington Av,22,50,344,Residential,2 Story Frame Residence,627,35.0,172.8,6042.0,2551,Arlington
45240001200,2538 Belt Av,22,50,344,Residential,1 Story Frame Residence,1218,50.0,172.75,8371.0,2538,Belt
45240003500,2537 Semple Av,22,50,344,Residential,1 Story Brick Residence,704,25.0,172.5,4312.0,2537,Semple
45250002000,5462 Wabada Av,22,50,344,Residential,1 Story Stucco Residence,750,35.0,100.0,4020.0,5462,Wabada
45250003500,1935 Semple Av,22,50,344,Residential,1 Story Brick Residence,1104,30.0,170.0,5100.0,1935,Semple
48240000600,2734 Belt Av,22,50,344,Residential,1 Story Frame Residence,698,25.0,172.75,4318.0,2734,Belt
48240001300,2806 Belt Av,22,50,344,Residential,1 Story Frame Residence,680,25.0,172.6,4417.0,2806,Belt
48240001800,2822 Belt Av,22,50,344,Residential,1 Story Brick Residence,1320,50.0,172.75,8640.0,2822,Belt
48240005300,2809 Semple Av,22,50,344,Residential,1 Story Brick Residence,1490,45.0,172.5,7763.0,2809,Semple
48250000600,2740 Semple Av,22,50,344,Residential,1 Story Brick Residence,924,24.0,172.5,4140.0,2740,Semple
48250001600,2832 Semple Av,22,50,344,Residential,2 Story Brick Residence,1010,38.0,172.7,6562.0,2832,Semple
52380003700,5609 Labadie Av,22,50,345,Residential,1.5 Story Frame Residence,945,25.0,125.5,3144.0,5609,Labadie
52380006600,5751 Labadie Av,22,50,345,Residential,1 Story Brick Residence,912,60.0,101.0,3529.0,5751,Labadie
45280001800,5516 Wabada Av,22,50,346,Residential,1 Story Brick Residence,852,21.25,125.0,2650.0,5516,Wabada
45290001300,2632 Burd Av,22,50,346,Residential,1 Story Brick Residence,856,25.0,100.0,2686.0,2632,Burd
45310000400,1910 Clara Av,22,50,346,Residential,1 Story Brick Residence,1013,25.0,141.04,3525.0,1910,Clara
45340005100,2823 Belt Av,22,50,346,Residential,1 Story Frame Residence,945,25.0,190.0,4750.0,2823,Belt
48270008200,1606 Goodfellow Blvd,22,50,346,Residential,2 Story Brick Residence,1440,26.58,101.32,3129.0,1606,Goodfellow
49140003700,5610 Wabada Av,22,50,346,Residential,1 Story Brick Residence,910,25.0,160.0,4073.0,5610,Wabada
51990003900,5610 Highland Av,22,50,346,Residential,1.5 Story Frame Residence,737,25.0,105.0,2625.0,5610,Highland
51990004900,5609 Wabada Av,22,50,346,Residential,1 Story Brick Residence,920,25.0,125.0,3081.0,5609,Wabada
52000001800,5710 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,919,37.5,105.0,3835.0,5710,Kennerly
52010005300,5651 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,706,27.6,105.0,2787.0,5651,Kennerly
52010005900,5709 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,793,50.0,105.0,5250.0,5709,Kennerly
52010007100,5739 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,851,25.0,105.0,2544.0,5739,Kennerly
52020000100,5752 Terry Av,22,50,346,Residential,1 Story Frame Residence,691,30.0,131.1,3864.0,5752,Terry
52430001800,5712 Roosevelt Pl,22,50,346,Residential,1 Story Frame Residence,797,25.0,117.5,2912.0,5712,Roosevelt
52430002500,5658 Roosevelt Pl,22,50,346,Residential,1 Story Frame Residence,658,25.0,117.6,2981.0,5658,Roosevelt
52430004500,2801 Clara Av,22,50,346,Residential,1 Story Frame Residence,1019,35.92,158.66,5699.0,2801,Clara
52430006400,5711 Terry Av,22,50,346,Residential,1 Story Brick Residence,1080,30.0,135.0,4050.0,5711,Terry
52440001300,5716 St Louis Av,22,50,346,Residential,1.5 Story Brick Residence,1075,30.6,136.75,3790.0,5716,St Louis
52540000500,5564 Powers Av,22,50,346,Residential,1.5 Story Brick Residence,792,35.0,108.0,3550.0,5564,Powers
49910001100,5868 Cote Brilliante Av,22,50,347,Residential,2 Story Brick Residence,1320,25.0,117.8,3070.0,5868,Cote Brilliante
49930002500,5816 Wabada Av,22,50,347,Residential,2 Story Brick Residence,1408,25.0,124.92,2958.0,5816,Wabada
49950004700,5971 Highland Av,22,50,347,Residential,2 Story Brick Residence,1344,25.04,115.2,2884.0,5971,Highland
49980003500,5921 Cote Brilliante Av,22,50,347,Residential,2 Story Brick Residence,1452,50.0,112.92,5678.0,5921,Cote Brilliante
49980005100,5975 Cote Brilliante Av,22,50,347,Residential,2.5 Story Brick Residence,1496,25.0,112.88,2884.462645,5975,Cote Brilliante
50780000300,2617 Hodiamont Av,22,50,347,Residential,2 Story Brick Residence,1232,25.0,123.6,3087.0,2617,Hodiamont
55520004700,5869 Highland Av,22,50,347,Residential,1.5 Story Brick Residence,1300,30.0,127.5,3825.0,5869,Highland
37940000300,5228 Wells Av,26,51,238,Residential,2 Story Brick Residence,1408,25.0,206.4,5071.0,5228,Wells
37970002000,1481 Union Blvd,26,78,239,Residential,1 Story Brick Residence,1286,25.0,180.0,4500.0,1481,Union
53900002200,5742 Saloma Av,27,72,323,Residential,2 Story Frame Residence,630,50.0,127.5,5981.0,5742,Saloma
53910100400,5752 Lillian Av,27,72,323,Residential,1 Story Frame Residence,850,50.0,127.5,6503.0,5752,Lillian
53910101700,5709 Saloma Av,27,72,323,Residential,1 Story Frame Residence,868,50.0,127.5,6375.0,5709,Saloma
54890001700,6311 Laura Av,27,76,323,Residential,1 Story Frame Residence,840,28.0,129.7,3904.0,6311,Laura
54560000500,5716 Acme Av,27,76,324,Residential,1 Story Frame Residence,848,30.0,115.0,3450.0,5716,Acme
54560002200,5755 Goodfellow Blvd,27,76,324,Residential,1.5 Story Brick Residence,1125,34.3,138.11,7904.0,5755,Goodfellow
57890001400,5578 Era Av,27,76,324,Residential,1 Story Frame Residence,850,37.0,122.5,4532.0,5578,Era
53430001100,6040 Shulte Av,27,76,325,Residential,1 Story Frame Residence,774,37.5,125.0,4619.0,6040,Shulte
53430003350,6029 Harney Av,27,76,325,Residential,2 Story Frame Residence,870,50.0,125.0,6250.0,6029,Harney
53440000500,6056 Harney Av,27,76,325,Residential,1 Story Frame Residence,684,25.0,125.0,3310.0,6056,Harney
53440002400,6000 Harney Av,27,76,325,Residential,1 Story Frame Residence,1020,25.0,125.0,3201.0,6000,Harney
53440003600,6033 Emma Av,27,76,325,Residential,1 Story Frame Residence,646,25.0,125.0,2972.0,6033,Emma
53450001000,6040 Emma Av,27,76,325,Residential,2 Story Frame Residence,1080,25.0,125.0,3125.0,6040,Emma
53450002000,6008 Emma Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,3125.0,6008,Emma
53450003300,6031 Lucille Av,27,76,325,Residential,1 Story Frame Residence,893,25.0,125.0,3267.5492625,6031,Lucille
53450003400,6033 Lucille Av,27,76,325,Residential,1 Story Frame Residence,1188,25.0,125.0,3230.0,6033,Lucille
53450003500,6037 Lucille Av,27,76,325,Residential,1.5 Story Frame Residence,832,50.0,125.0,6250.0,6037,Lucille
53460004200,6065 Thekla Av,27,76,325,Residential,1 Story Brick Residence **,1014,35.0,125.0,4386.0,6065,Thekla
53470002200,6010 Thekla Av,27,76,325,Residential,1.5 Story Frame Residence,1499,50.0,125.0,6474.0,6010,Thekla
53470003400,6037 Garesche Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,3125.0,6037,Garesche
53470003500,6039 Garesche Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,2982.0,6039,Garesche
53480002700,5919 Theodore Av,27,76,325,Residential,1 Story Frame Residence,760,25.0,125.0,3125.0,5919,Theodore
53480002850,5927 Theodore Av,27,76,325,Residential,1 Story Brick Residence,864,25.0,125.0,3125.0,5927,Theodore
53490001000,5972 Theodore Av,27,76,325,Residential,1 Story Brick Residence,817,25.0,125.0,3125.0,5972,Theodore
53490003500,5925 Lalite Av,27,76,325,Residential,1 Story Frame Residence,672,25.0,125.0,3049.0,5925,Lalite
53490004600,5973 Lalite Av,27,76,325,Residential,1.5 Story Frame Residence,588,30.0,125.0,3740.0,5973,Lalite
53500001000,5948 Lalite Av,27,76,325,Residential,1 Story Frame Residence,1134,40.0,125.0,5000.0,5948,Lalite
53500001700,5922 Lalite Av,27,76,325,Residential,1 Story Brick Residence,642,25.0,125.0,3011.0,5922,Lalite
53500003900,5969 Sherry Av,27,76,325,Residential,2 Story Frame Residence,1008,50.0,125.0,6250.0,5969,Sherry
53520001200,5916 Laura Av,27,76,325,Residential,1 Story Frame Residence,640,25.0,120.0,3000.0,5916,Laura
53560000900,5922 Thekla Av,27,76,325,Residential,2 Story Frame Residence,774,25.0,125.0,3064.0,5922,Thekla
53580001000,5936 Emma Av,27,76,325,Residential,2 Story Frame Residence,1334,50.0,125.0,6250.0,5936,Emma
53590000700,5952 Harney Av,27,76,325,Residential,1 Story Frame Residence,608,25.0,125.0,3146.0,5952,Harney
53590002900,5925 Emma Av,27,76,325,Residential,1 Story Brick Residence,945,25.0,125.0,3125.0,5925,Emma
54910000200,6176 Laura Av,27,76,325,Residential,1 Story Frame Residence,792,30.0,116.66,3282.0,6176,Laura
57840000100,5616 Hiller Pl,27,76,325,Residential,1 Story Brick Residence,924,25.0,103.48,2016.0,5616,Hiller
57860000200,5624 Mimika Av,27,76,325,Residential,1.5 Story Brick Residence,726,45.0,110.11,4892.0,5624,Mimika
52910000800,4922 Beacon Av,27,72,326,Residential,1 Story Frame Residence,891,30.0,121.92,3930.0,4922,Beacon
52930004500,4911 Emerson Av,27,72,326,Residential,2 Story Frame Residence,1051,30.0,125.0,4019.0,4911,Emerson
53170000500,4706 Beacon Av,27,72,326,Residential,1 Story Frame Residence,738,30.0,121.96,3658.0,4706,Beacon
53170001300,4730 Beacon Av,27,72,326,Residential,2 Story Frame Residence,990,30.0,121.0,3738.0,4730,Beacon
53170002720,4772 Beacon Av,27,72,326,Residential,2 Story Frame Residence,686,30.0,121.96,3658.0,4772,Beacon
53180000500,4532 Davison Av,27,72,326,Residential,1 Story Brick Residence,868,25.0,125.0,3357.0,4532,Davison
53180000700,4538 Davison Av,27,72,326,Residential,2 Story Brick Residence,855,25.0,125.0,3125.0,4538,Davison
53200002050,4972 Genevieve Av,27,72,326,Residential,1 Story Frame Residence,912,30.0,125.0,3868.0,4972,Genevieve
53200002800,4961 Beacon Av,27,72,326,Residential,1 Story Brick Residence,696,25.0,125.0,3125.0,4961,Beacon
53970000400,4912 Plover Av,27,72,326,Residential,1 Story Frame Residence,572,30.0,138.5,4155.0,4912,Plover
53970004600,4917 Thrush Av,27,72,326,Residential,2 Story Frame Residence,934,30.0,138.16,4145.0,4917,Thrush
53980001300,4950 Wren Av,27,72,326,Residential,1 Story Brick Residence,1277,50.0,138.5,6885.0,4950,Wren
55490003200,4761 Plover Av,27,72,326,Residential,1 Story Frame Residence,720,30.0,138.5,3821.0,4761,Plover
55590000100,4900 Arlington Av,27,71,326,Residential,1 Story Brick Residence,1250,30.0,125.0,3326.0,4900,Arlington
55590003600,4933 Claxton Av,27,71,326,Residential,2 Story Frame Residence,1088,25.0,125.0,3128.0,4933,Claxton
56710001000,4712 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,918,30.0,125.0,3750.0,4712,Genevieve
56710002300,4752 Genevieve Av,27,72,326,Residential,1 Story Frame Residence,980,30.0,125.0,3750.0,4752,Genevieve
56720104000,4751 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,864,30.0,125.0,3914.0,4751,Genevieve
56720105300,4709 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,904,30.0,125.0,3750.0,4709,Genevieve
51210003000,5249 Plover Av,27,72,327,Residential,1 Story Frame Residence,840,50.0,138.5,6995.0,5249,Plover
51230001400,5252 Gilmore Av,27,72,327,Residential,1 Story Frame Residence,720,50.0,138.6,6938.0,5252,Gilmore
51270000700,5424 Gilmore Av,27,72,327,Residential,1 Story Frame Residence,797,50.0,138.5,7873.0,5424,Gilmore
51270001200,5448 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,722,25.0,138.5,3463.0,5448,Gilmore
51280001600,5462 Oriole Av,27,72,327,Residential,1 Story Frame Residence,912,30.0,140.0,4200.0,5462,Oriole
51280001800,5468 Oriole Av,27,72,327,Residential,2 Story Frame Residence,954,30.0,140.0,3995.0,5468,Oriole
51280002300,5475 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,816,37.5,138.5,4265.0,5475,Gilmore
51290001000,5434 Partridge Av,27,72,327,Residential,1 Story Brick Residence,1045,50.0,140.0,7000.0,5434,Partridge
51350001650,5541 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,1125,54.75,50.0,2737.0,5541,Gilmore
51380003400,5053 Emerson Av,27,72,327,Residential,2 Story Frame Residence,912,40.0,125.0,4492.0,5053,Emerson
52320002000,5056 Beacon Av,27,72,327,Residential,1 Story Brick Residence,805,50.0,121.1,5987.0,5056,Beacon
53220001100,5048 Thrush Av,27,72,327,Residential,1 Story Frame Residence,864,30.0,125.0,3750.0,5048,Thrush
53220002900,5045 Genevieve Av,27,72,327,Residential,1 Story Frame Residence,691,30.0,125.0,3750.0,5045,Genevieve
53230002000,5070 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,820,25.0,125.0,3353.71266,5070,Genevieve
53230002500,5071 Beacon Av,27,72,327,Residential,1 Story Frame Residence,836,25.0,125.0,3266.0,5071,Beacon
53230003400,5037 Beacon Av,27,72,327,Residential,1 Story Frame Residence,768,30.0,125.0,3856.0,5037,Beacon
53230004100,5015 Beacon Av,27,72,327,Residential,1 Story Frame Residence,1128,30.0,125.0,3750.0,5015,Beacon
53230004200,5011 Beacon Av,27,72,327,Residential,1 Story Frame Residence,868,30.0,125.0,3468.0,5011,Beacon
53300000800,5324 Emerson Av,27,71,327,Residential,1 Story Brick Residence,816,28.0,122.42,3428.0,5324,Emerson
53300001400,5344 Emerson Av,27,71,327,Residential,1 Story Brick Residence,1364,30.0,121.9,3659.0,5344,Emerson
53940000500,5018 Robin Av,27,72,327,Residential,1 Story Frame Residence,858,50.0,138.42,6954.0,5018,Robin
53940002000,5138 Robin Av,27,72,327,Residential,1 Story Brick Residence,1005,25.0,138.0,2925.0,5138,Robin
53940003200,5017 Wren Av,27,72,327,Residential,1 Story Frame Residence,760,25.0,138.6,3209.0,5017,Wren
53950000700,5032 Wren Av,27,72,327,Residential,2 Story Frame Residence,1440,50.0,138.6,6849.0,5032,Wren
53950002200,5041 Plover Av,27,72,327,Residential,1 Story Frame Residence,816,30.0,138.5,4155.0,5041,Plover
53950002700,5015 Plover Av,27,72,327,Residential,1 Story Frame Residence,1000,50.0,138.5,6532.0,5015,Plover
53960003100,5007 Thrush Av,27,72,327,Residential,1 Story Frame Residence,798,50.0,138.28,6912.0,5007,Thrush
54140001900,5342 Oriole Av,27,72,327,Residential,2 Story Frame Residence,1056,30.0,136.16,4080.0,5342,Oriole
54140003200,5247 Gilmore Av,27,72,327,Residential,1.5 Story Stucco Residence,864,25.0,142.33,3558.0,5247,Gilmore
55250000600,5518 Genevieve Av,27,72,327,Residential,1 Story Frame Residence,779,25.0,125.0,3125.0,5518,Genevieve
55270002500,5454 Beacon Av,27,72,327,Residential,1 Story Frame Residence,640,50.0,121.5,6176.0,5454,Beacon
55270002700,5462 Beacon Av,27,72,327,Residential,2 Story Brick Residence,648,25.0,121.5,2772.0,5462,Beacon
55270003000,5476 Beacon Av,27,72,327,Residential,1 Story Brick Residence,760,25.0,121.5,3173.0,5476,Beacon
55280000400,5412 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,1012,25.0,125.0,3086.3783845,5412,Genevieve
55290003200,5459 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,760,25.0,125.0,3530.0,5459,Genevieve
55290003800,5443 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,864,25.0,125.0,3125.0,5443,Genevieve
55290004200,5433 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,740,25.0,125.0,3122.0,5433,Genevieve
55300004600,5223 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,800,25.0,125.0,3073.0,5223,Genevieve
55300005000,5209 Genevieve Av,27,72,327,Residential,1.5 Story Frame Residence,576,25.0,125.0,3125.0,5209,Genevieve
55310000900,5230 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,672,25.0,125.0,3222.0,5230,Genevieve
55320001800,5262 Beacon Av,27,72,327,Residential,1 Story Frame Residence,900,25.0,121.3,3030.0,5262,Beacon
55320001900,5264 Beacon Av,27,72,327,Residential,2 Story Frame Residence,1496,25.0,121.3,3032.0,5264,Beacon
55560001000,5024 Emerson Av,27,71,327,Residential,1 Story Frame Residence,836,25.0,122.25,3056.0,5024,Emerson
55560001200,5028 Emerson Av,27,71,327,Residential,1.5 Story Frame Residence,774,37.6,123.2,4337.0,5028,Emerson
55560001300,5032 Emerson Av,27,71,327,Residential,1 Story Frame Residence,969,37.5,123.16,4474.0,5032,Emerson
55560002700,5076 Emerson Av,27,71,327,Residential,2 Story Frame Residence,872,37.5,122.5,4594.0,5076,Emerson
55560004900,5063 Arlington Av,27,71,327,Residential,1.5 Story Frame Residence,1240,50.0,125.0,6250.0,5063,Arlington
55560005700,5035 Arlington Av,27,71,327,Residential,1.5 Story Brick Residence,1266,25.0,129.0,3225.0,5035,Arlington
55570000950,5028 Arlington Av,27,71,327,Residential,1 Story Brick Residence,1200,37.6,125.0,4501.0,5028,Arlington
55570001000,5032 Arlington Av,27,71,327,Residential,1 Story Brick Residence,1200,37.6,125.0,4599.0,5032,Arlington
55570003900,5079 Claxton Av,27,71,327,Residential,1 Story Frame Residence,560,25.0,125.0,3001.0,5079,Claxton
55570004800,5055 Claxton Av,27,71,327,Residential,1 Story Frame Residence,967,25.0,125.0,3125.0,5055,Claxton
55570005500,5035 Claxton Av,27,71,327,Residential,1 Story Brick Residence,844,25.0,125.0,3125.0,5035,Claxton
55570005800,5027 Claxton Av,27,71,327,Residential,1.5 Story Frame Residence,760,25.0,125.0,3178.0,5027,Claxton
55680003400,5251 Emerson Av,27,72,327,Residential,1 Story Brick Residence,840,30.0,125.0,3750.0,5251,Emerson
55680003500,5249 Emerson Av,27,72,327,Residential,1 Story Brick Residence,960,30.0,125.0,3750.0,5249,Emerson
56310000400,5516 Alcott Av,27,72,327,Residential,1 Story Frame Residence,841,30.0,125.0,3750.0,5516,Alcott
56310001100,5540 Alcott Av,27,72,327,Residential,1 Story Frame Residence,912,30.0,125.0,3750.0,5540,Alcott
56310001300,5420 W Florissant Av,27,72,327,Residential,1.5 Story Frame Residence,988,35.0,125.0,4513.0,5420,Florissant
56320001900,5541 Alcott Av,27,72,327,Residential,1 Story Brick Residence,944,30.0,125.0,4435.0,5541,Alcott
